6 0 0 1 0 0 0 0.0824867
4 4 3 1 12 6 0 0.795276
6 5 2 0 3 4 1 0.538154
3 4 1 2 15 7 0 0.0625948
1 7 3 2 0 3 0 14.6772
6 3 2 2 1 4 0 0.290004
5 5 2 2 5 0 2 0.653563
5 7 1 1 3 3 0 1.08241
5 1 1 0 0 1 0 0.084246
7 2 3 3 2 4 0 1.97356
3 5 2 3 15 5 1 0.726954
4 7 1 1 10 2 2 0.675406
6 7 1 1 5 7 0 0.984427
1 2 2 3 2 3 1 0.0360828
5 2 1 2 4 5 0 0.021277
5 6 1 2 10 2 0 0.287128
0 3 2 0 1 2 2 0.0519815
1 2 0 2 5 2 0 0.00602551
5 7 1 3 13 7 2 0.539037
4 7 3 0 9 3 3 7.68199
4 4 1 0 5 2 1 0.121918
6 2 2 1 2 0 0 0.0737843
0 1 1 1 3 4 0 0.00666698
6 5 1 0 13 5 1 0.558726
7 3 1 3 7 6 0 0.0611516
3 5 1 1 5 3 3 0.319946
7 4 0 0 9 7 0 0.128508
5 5 2 3 8 7 1 0.761429
2 4 0 2 10 3 1 0.020864
2 4 0 0 12 6 0 0.0258376
5 5 1 0 3 4 0 0.264315
3 7 3 2 0 4 1 10.5376
2 6 3 1 3 4 0 3.64545
5 5 2 0 10 1 1 0.948468
1 6 0 3 11 0 0 0.0722754
3 2 3 0 4 3 0 0.126241
1 4 3 1 2 3 0 0.365777
6 1 0 2 2 0 0 0.0183883
7 5 0 0 15 7 1 0.550293
2 6 3 2 5 0 1 6.67348
2 6 2 2 4 2 0 0.953963
3 5 2 0 3 6 0 0.413787
5 2 2 3 2 5 1 0.162264
5 6 2 1 13 4 1 1.85913
4 2 2 2 2 4 1 0.0749271
1 5 3 3 8 7 0 2.63907
4 0 2 1 1 6 0 0.0188305
5 6 2 0 1 3 3 3.0405
3 5 1 3 3 0 1 0.133675
5 0 1 3 1 2 0 0.0270483
5 5 3 2 3 6 0 1.53889
2 4 0 3 12 0 0 0.0201176
3 1 3 2 2 0 0 0.0562274
1 5 1 2 7 6 0 0.0782274
6 0 3 1 0 1 1 0.253602
3 1 0 2 2 1 0 0.00637383
6 2 0 3 5 5 0 0.013131
5 5 1 3 12 2 1 0.141392
4 5 2 1 10 7 0 0.376849
5 3 0 3 7 4 0 0.0131162
1 5 2 1 5 6 0 0.185896
0 1 0 1 2 0 0 0.00493674
6 1 0 2 1 0 0 0.0275802
0 7 0 0 15 3 1 0.0867228
4 7 3 0 14 1 2 16.4153
1 5 2 0 9 4 1 0.346573
0 5 0 2 13 4 0 0.0342687
4 3 2 3 9 6 0 0.074884
4 4 1 2 8 3 0 0.0676759
2 5 2 2 3 7 0 0.518428
2 7 2 3 14 5 3 2.00021
2 6 2 2 1 0 4 0.535314
6 1 0 2 1 1 1 0.0602168
1 6 1 3 14 4 1 0.253481
4 5 3 1 5 6 0 1.13547
4 3 2 0 2 2 0 0.090793
5 2 3 0 0 4 2 0.294968
0 4 2 2 3 0 1 0.141542
4 1 0 2 0 0 2 0.103431
2 2 0 1 2 2 0 0.00703988
4 2 0 1 3 2 0 0.010787
3 6 0 1 10 7 0 0.0911106
4 3 0 3 8 0 0 0.0105784
4 1 3 0 0 7 1 0.139239
5 3 0 1 11 1 0 0.0285567
4 1 2 1 1 0 0 0.0454148
7 7 3 0 6 3 3 11.3943
4 6 1 3 3 1 0 0.818209
7 6 3 2 12 3 0 7.79379
4 1 3 0 1 2 1 0.119196
1 0 0 3 1 1 0 0.00355716
4 2 3 1 4 3 0 0.141136
5 5 2 2 3 0 0 0.743797
5 7 1 1 5 7 2 1.06142
6 1 0 0 0 0 1 0.351304
3 2 1 2 3 4 0 0.015161
0 6 2 0 11 4 1 0.826363
3 3 3 2 8 3 0 0.318635
1 2 0 3 1 1 1 0.00542101
2 6 3 0 5 3 1 1.83652
4 2 3 2 0 0 0 0.839346
3 6 1 3 8 1 0 0.570356
4 6 1 3 6 3 1 0.404435
5 4 1 1 4 2 2 0.191871
1 4 0 2 12 4 0 0.0120688
4 7 1 2 8 3 1 0.634234
3 6 0 1 12 0 2 0.205285
7 2 2 3 1 7 2 0.198032
4 1 3 2 1 1 0 0.212681
0 4 1 0 9 3 0 0.0435709
0 3 3 3 1 2 0 0.163228
5 6 3 1 7 6 1 5.83378
0 0 1 1 0 1 0 0.0116862
6 6 0 2 7 1 0 0.196621
6 6 2 3 4 2 1 3.04154
2 0 1 3 1 0 0 0.0167898
0 7 1 3 4 7 2 0.303227
5 2 3 0 0 2 3 0.509135
2 2 1 1 5 1 0 0.0125337
5 3 1 0 13 5 0 0.0749452
4 5 3 3 0 7 3 2.62956
5 2 2 1 1 5 0 0.128845
6 6 1 3 10 1 0 0.585451
4 6 2 2 4 4 0 0.843404
5 6 1 3 8 5 2 0.254515
6 5 1 3 13 5 0 0.164065
3 6 2 1 1 4 2 0.699569
3 7 2 3 13 1 1 3.51319
6 4 1 3 5 7 2 0.139114
5 5 3 3 0 6 2 8.91773
2 5 1 3 9 2 0 0.187126
3 1 2 1 2 1 0 0.0279611
6 1 3 0 0 4 2 0.352582
6 7 1 1 3 1 3 2.6286
4 3 2 1 5 0 1 0.126998
1 1 2 2 1 4 0 0.0131145
5 3 0 0 8 6 0 0.0230994
3 7 3 0 4 1 1 7.83809
4 4 1 1 6 4 0 0.095079
5 4 2 3 4 4 2 0.264991
4 5 3 3 6 1 1 4.28244
6 7 2 1 4 5 4 8.78652
7 2 3 0 5 1 0 0.348948
2 1 1 0 3 0 0 0.010908
5 2 1 1 4 3 0 0.0192623
5 2 3 1 1 7 0 0.447437
1 2 1 3 3 3 0 0.00698758
5 4 3 0 2 0 2 0.685014
3 2 1 2 4 7 0 0.0160403
0 0 0 0 1 1 0 0.00400925
5 4 3 3 5 2 1 1.02976
5 1 3 2 2 5 0 0.263984
2 4 3 0 2 7 1 0.395898
2 5 2 3 3 6 2 0.284665
3 2 2 0 1 4 1 0.0421506
2 4 1 0 13 2 0 0.0555787
0 4 1 1 15 4 0 0.0445866
1 5 1 0 15 1 0 0.0934512
7 6 0 3 10 6 2 0.507019
2 5 0 3 7 3 2 0.04244
1 2 3 0 2 0 1 0.10712
2 4 1 2 15 2 0 0.0732535
3 3 1 0 9 1 0 0.044963
0 3 3 3 4 7 0 0.196839
1 3 3 2 6 5 1 0.404598
0 5 1 2 5 3 2 0.0557895
2 5 1 2 7 5 1 0.0628807
5 1 0 2 0 0 1 0.0649022
3 6 3 2 0 4 1 11.1254
3 3 0 1 8 2 0 0.0124691
7 7 2 3 3 0 0 14.9375
2 1 1 2 2 1 0 0.00478795
5 5 0 3 7 5 1 0.0595104
2 1 2 0 1 1 0 0.0227826
5 2 1 1 6 7 0 0.0268869
4 6 2 2 14 5 1 1.5587
7 6 2 1 1 7 4 7.2006
3 5 3 3 9 1 2 3.40052
0 1 1 3 3 5 0 0.00565834
6 6 1 1 7 6 1 0.681921
4 0 1 0 0 1 1 0.0284953
1 5 2 3 8 3 0 0.462894
2 7 1 3 9 2 1 0.492702
1 4 3 3 5 3 0 0.454913
1 5 2 3 12 3 1 0.62312
6 7 0 3 15 4 1 0.44573
3 7 1 3 10 4 0 1.17412
5 7 1 0 8 5 1 0.632097
1 6 1 0 3 7 1 0.172365
4 7 0 2 12 5 0 0.16096
3 7 2 1 9 7 2 1.28814
7 2 1 3 3 2 1 0.0681122
5 5 1 1 8 6 0 0.121063
1 3 3 2 4 5 1 0.186309
3 5 0 1 8 0 1 0.0618369
6 4 0 2 15 0 0 0.0561621
2 1 2 1 2 5 0 0.0217968
1 2 3 1 1 4 1 0.0750116
0 0 2 0 1 2 0 0.00635552
4 6 0 3 13 0 1 0.111302
0 1 1 1 1 0 0 0.0081211
6 1 2 0 1 7 0 0.0480866
3 5 3 1 0 4 0 2.16638
7 3 3 0 2 6 0 0.714888
3 3 2 2 2 7 1 0.124902
4 2 0 0 7 4 0 0.0151002
2 5 2 3 2 5 1 0.58818
3 0 0 1 0 0 0 0.0242963
2 6 1 3 3 0 1 0.275254
6 2 2 1 2 0 1 0.115331
0 3 0 3 7 4 0 0.00675911
4 3 2 3 2 3 1 0.240089
7 5 2 0 6 5 0 0.641978
6 7 2 2 15 7 2 2.85458
0 5 0 2 9 4 1 0.0140982
6 2 3 3 2 3 0 0.436032
3 1 0 2 1 1 0 0.00623435
2 5 2 0 2 6 1 0.317409
4 2 1 3 5 7 0 0.0273086
0 2 1 0 5 0 0 0.0115896
6 5 0 0 14 6 1 0.441114
1 5 3 3 10 5 1 1.66067
3 2 2 2 2 1 1 0.0536005
2 3 2 1 1 6 0 0.0920218
5 5 1 1 10 2 0 0.182864
4 1 1 2 1 0 0 0.0151323
2 2 0 1 2 0 1 0.0144727
4 4 0 0 8 2 1 0.0665011
5 4 3 1 2 7 0 0.849346
1 0 2 1 1 2 0 0.0107997
3 7 1 3 3 3 1 0.863166
3 5 0 1 11 6 1 0.0571228
5 2 1 3 3 0 0 0.03406
1 2 1 1 4 1 0 0.0094389
2 4 0 0 7 1 0 0.02713
2 5 2 3 7 6 2 0.405449
6 6 1 2 12 5 2 0.525223
5 0 1 2 1 0 0 0.017305
2 7 1 2 3 4 3 0.230563
2 7 3 2 14 0 1 27.1227
2 5 1 0 13 6 0 0.139317
1 7 3 1 5 4 4 2.98521
6 0 1 2 0 1 1 0.0841601
3 6 3 3 3 5 3 2.68433
2 2 2 1 5 4 0 0.0318604
5 7 2 3 12 3 0 4.78182
4 2 3 2 0 6 1 0.872498
7 0 3 0 1 3 0 0.0829285
3 2 0 2 2 0 0 0.0117127
1 3 0 1 10 7 0 0.0112454
4 1 1 2 1 3 0 0.0158123
4 5 0 2 10 6 1 0.0748721
7 1 1 2 0 1 1 0.12525
2 6 0 2 15 1 0 0.113825
0 1 2 3 3 3 0 0.0134799
5 1 1 3 1 0 0 0.0273208
6 4 1 1 6 1 0 0.0811034
6 3 3 0 0 3 1 0.833468
7 5 3 1 14 5 0 3.1416
5 3 1 0 8 5 0 0.0694536
2 3 1 0 5 4 0 0.0251635
6 2 1 1 4 7 0 0.0375422
6 1 3 1 0 3 0 0.665242
7 7 0 0 14 6 1 1.27385
2 2 0 1 0 0 1 0.0556523
2 6 0 1 14 3 1 0.076245
7 5 1 0 4 1 0 0.280206
4 4 0 2 7 5 1 0.033129
2 3 2 3 5 2 1 0.0801302
4 4 2 3 5 6 1 0.233073
7 2 2 1 3 3 0 0.0851743
4 2 1 3 5 2 0 0.0271968
2 3 2 1 2 6 1 0.0649003
2 5 0 1 11 3 0 0.0459221
7 3 1 0 3 1 1 0.168718
4 2 0 3 3 3 0 0.0072889
1 5 0 0 8 6 0 0.0309661
7 4 3 0 14 0 0 2.06333
2 7 3 3 13 3 0 21.0661
1 7 2 3 4 2 3 0.770965
7 6 2 2 2 6 3 1.69413
2 5 0 2 8 0 0 0.0452869
1 6 0 3 12 7 1 0.0740528
5 6 2 1 10 5 0 1.26833
5 5 3 3 4 3 2 1.70734
7 4 2 2 11 6 0 0.300865
5 4 0 1 13 5 0 0.0473184
0 0 1 3 0 0 0 0.0123427
6 5 1 1 8 5 1 0.498065
1 2 2 2 3 5 0 0.0347184
2 5 1 2 15 5 1 0.123349
0 4 0 0 8 6 0 0.0125355
4 1 2 2 2 5 0 0.0597272
5 6 0 3 14 0 1 0.109363
6 2 3 1 1 2 1 0.288884
7 1 2 1 1 5 0 0.0740676
6 2 1 0 3 7 0 0.0318567
5 7 3 1 13 2 1 14.6975
2 7 1 0 7 2 0 0.277245
5 3 2 2 2 2 0 0.215318
1 3 0 0 7 3 0 0.00925723
2 6 1 2 11 6 1 0.299586
3 4 0 1 7 3 0 0.0203992
5 5 2 0 15 1 1 1.58159
3 2 0 0 7 3 0 0.0120164
1 7 3 0 10 1 2 6.16416
5 5 1 3 8 1 1 0.118809
0 2 0 1 4 1 0 0.00598557
6 2 3 3 0 3 2 2.1134
5 1 2 2 1 1 0 0.088405
5 3 3 0 8 6 0 0.670394
7 4 0 2 15 0 0 0.0492225
3 6 2 3 3 5 1 0.849511
4 3 3 3 2 2 0 0.522519
2 4 1 1 9 5 0 0.0439528
5 2 2 3 2 3 0 0.231878
2 6 2 0 1 3 1 0.570604
7 4 1 3 7 2 1 0.102196
4 7 3 2 8 7 3 7.29902
1 7 0 0 12 0 1 0.11076
2 3 1 3 5 7 0 0.0188974
5 2 2 3 3 6 0 0.120757
1 5 1 2 12 2 1 0.0798224
3 1 1 2 2 1 0 0.0132323
6 0 3 1 0 7 0 0.633134
1 5 2 2 8 3 1 0.42711
0 2 0 2 4 1 0 0.0031256
2 7 0 1 14 7 0 0.122933
5 5 1 1 9 3 0 0.226114
3 4 3 2 5 0 2 1.10686
3 2 1 3 3 6 0 0.0174428
5 0 2 3 1 6 0 0.0997118
1 7 2 0 12 6 0 1.07692
2 1 0 1 1 0 0 0.0101683
5 3 3 0 4 7 1 0.477734
2 3 0 0 13 6 0 0.0180335
1 1 0 1 0 0 2 0.0301232
7 2 3 2 5 3 0 0.515971
4 7 1 1 15 1 2 1.17445
5 6 0 0 7 4 0 0.182855
2 3 3 3 0 4 2 0.405238
7 6 2 3 7 7 2 1.49172
2 2 0 3 4 3 0 0.00496217
3 5 0 2 15 2 0 0.0466379
5 7 0 1 7 6 2 0.580489
2 5 3 0 3 4 0 0.945944
0 4 3 3 1 0 1 0.351385
4 4 0 1 7 5 1 0.0503802
3 7 2 0 8 6 1 1.20031
3 6 1 3 13 4 2 0.296129
7 7 0 0 7 2 1 1.43893
1 5 3 0 8 4 0 1.91615
4 5 2 3 7 7 2 0.395993
7 4 3 2 1 1 1 1.78204
3 2 1 1 6 7 0 0.021382
5 6 1 1 4 2 0 0.339412
4 6 0 2 11 6 2 0.140137
2 4 3 1 4 7 1 0.523265
5 5 0 1 11 4 1 0.237821
1 4 3 2 8 7 0 0.533557
2 6 3 3 6 7 2 4.61291
6 5 2 3 12 1 1 0.68531
7 1 1 0 2 3 0 0.0213761
4 7 2 3 6 0 3 2.03103
2 4 3 1 5 2 1 0.613457
1 4 3 3 1 3 2 0.448116
1 5 3 2 0 7 3 0.813385
5 0 3 3 1 6 0 0.0960104
2 6 3 0 11 7 0 3.58314
4 2 2 0 4 7 0 0.0422039
6 0 2 1 1 2 0 0.0562529
5 4 0 3 7 6 0 0.0317018
1 1 2 3 1 2 0 0.01499
5 2 0 2 4 4 0 0.0105253
6 7 2 1 3 5 4 6.15098
4 3 1 0 7 2 0 0.042229
5 6 0 3 15 6 1 0.13156
1 7 3 0 2 7 1 4.63436
5 2 1 0 4 7 0 0.0255844
1 1 0 2 0 0 2 0.0208856
2 1 2 0 2 0 0 0.013785
1 5 1 2 3 0 1 0.0737841
1 4 1 3 13 2 0 0.0392048
5 4 3 0 2 4 2 0.611659
2 2 2 1 1 7 0 0.0700753
7 3 3 1 5 3 0 0.608443
4 5 3 2 0 5 4 2.1654
3 2 2 0 4 3 0 0.0379566
7 4 2 2 3 0 1 0.356579
2 1 1 3 2 5 0 0.0127888
5 6 3 0 14 1 0 9.78096
5 2 0 2 3 0 0 0.0150873
5 4 0 1 11 2 0 0.0571481
7 2 2 0 2 5 0 0.0655355
2 6 2 1 1 5 2 0.481905
5 5 2 2 13 6 1 0.550239
5 0 0 3 1 0 0 0.00273215
1 7 0 0 12 7 1 0.114883
4 4 0 1 8 2 0 0.0380336
7 0 2 0 1 2 0 0.0254336
3 2 3 3 3 3 0 0.193467
2 4 2 0 6 5 1 0.112466
7 0 2 1 1 3 0 0.0282411
3 3 0 1 9 5 0 0.0148455
1 2 1 2 3 0 0 0.0119562
5 6 3 2 10 2 1 5.7979
1 6 0 2 15 4 2 0.0713787
6 1 2 1 1 7 0 0.0671209
3 7 3 3 0 4 2 25.0013
2 3 2 3 2 6 0 0.0732252
4 2 0 2 7 3 0 0.00891578
1 5 3 0 6 7 1 0.943644
1 3 0 1 12 4 0 0.00979716
4 6 1 3 7 7 1 0.325249
4 4 2 1 14 7 0 0.35585
4 6 0 3 12 2 2 0.116171
4 6 2 1 1 7 2 1.01841
6 6 0 2 14 4 0 0.213893
3 4 0 3 8 5 1 0.0228538
0 2 1 1 5 2 0 0.0107372
0 6 1 3 5 1 3 0.157829
3 1 1 3 3 6 0 0.0145991
5 3 1 1 4 5 0 0.0529024
4 2 0 2 2 1 1 0.0218256
0 2 1 0 4 6 0 0.0114788
0 4 1 2 11 3 0 0.048393
2 3 1 2 12 3 0 0.0325809
2 4 1 3 13 7 0 0.0395186
5 5 2 0 1 3 2 0.843391
4 7 2 2 5 5 0 2.32171
4 1 1 1 3 4 0 0.0147703
7 7 1 1 10 5 2 3.46016
0 3 3 0 0 7 1 0.156271
2 4 3 2 10 6 0 0.684449
5 3 3 1 4 3 1 0.334111
1 2 1 1 3 5 0 0.00882775
3 2 2 2 1 2 1 0.0543762
7 5 2 1 2 7 3 2.08857
2 5 2 1 7 5 1 0.336947
2 3 3 2 1 0 0 0.242637
2 4 1 2 6 0 1 0.0599272
3 3 0 0 8 1 0 0.0181621
2 5 1 2 15 7 0 0.140938
2 0 1 2 0 1 1 0.0143992
0 6 2 1 12 7 2 0.701915
0 5 3 0 4 0 1 1.02871
7 3 1 3 8 4 0 0.0562186
6 5 1 2 14 0 1 0.293888
5 6 1 2 13 6 1 0.309649
1 5 0 0 13 3 1 0.0584344
4 5 2 3 9 0 0 0.78335
1 5 3 1 1 0 0 0.598603
0 5 2 1 14 0 1 0.767534
0 0 2 3 1 4 0 0.00913106
6 2 1 1 5 3 0 0.0344252
0 0 2 2 1 1 0 0.00698818
1 0 1 1 1 0 0 0.00704619
5 1 1 0 2 5 0 0.0175223
5 0 0 3 0 0 1 0.0352466
5 3 3 2 6 0 0 0.433107
1 4 3 1 0 2 3 0.362782
7 5 1 2 6 2 0 0.324059
3 7 1 2 11 7 1 0.430362
6 6 2 1 8 7 0 1.34839
1 5 2 1 13 3 1 0.66134
5 2 1 0 3 6 0 0.0288286
7 3 0 2 10 0 0 0.0433789
3 4 2 0 14 4 0 0.219847
3 3 3 2 2 0 1 0.368197
2 6 1 1 12 4 1 0.211979
4 4 2 0 11 6 0 0.20026
3 2 3 3 1 0 0 0.12494
6 6 1 3 3 3 1 0.589419
2 5 2 1 5 4 2 0.25968
7 4 0 2 8 2 0 0.0570643
6 0 3 1 0 5 1 0.292603
7 3 1 3 5 6 0 0.0472781
2 3 0 2 9 2 0 0.0105907
4 3 3 3 7 0 0 0.72775
1 4 2 1 15 7 0 0.284665
6 5 2 1 5 0 1 1.01401
2 6 1 0 14 5 2 0.354689
3 2 3 2 5 6 0 0.153734
5 5 0 2 7 7 2 0.128884
5 1 2 3 2 4 0 0.0880376
7 3 1 0 7 7 0 0.0699077
0 2 2 0 4 7 0 0.0261032
4 5 3 2 1 6 1 2.65336
1 6 2 0 7 6 3 0.727786
6 0 1 3 1 2 0 0.0369254
5 0 1 1 1 2 0 0.0187481
3 5 1 2 14 6 0 0.0959018
0 6 2 3 7 0 1 1.6615
7 4 3 2 2 5 1 1.45117
6 6 2 2 7 4 2 1.41307
6 6 3 0 5 7 1 4.21329
5 4 2 0 11 7 0 0.247828
4 2 0 0 2 2 0 0.0214751
3 1 3 3 1 0 0 0.108066
7 5 1 1 14 3 1 0.409285
4 3 0 0 8 2 0 0.021336
0 5 2 3 4 1 0 0.246869
1 2 0 3 5 0 0 0.00406437
2 1 2 3 1 3 0 0.0245799
5 6 3 1 4 5 4 4.57003
6 2 0 1 4 0 0 0.0240727
4 1 2 0 1 1 0 0.0496224
7 5 0 0 7 1 0 0.19114
6 2 2 3 1 4 1 0.176046
6 2 3 2 0 3 2 0.493909
1 3 0 2 11 7 0 0.00709715
6 3 2 0 4 1 0 0.136195
0 0 0 1 0 0 1 0.0062941
5 4 3 0 9 3 0 1.40379
6 5 3 0 4 4 2 2.18551
5 0 2 2 1 6 0 0.0798326
1 1 3 3 0 6 0 0.0787782
2 2 1 3 4 4 0 0.00963073
6 5 2 1 1 0 4 2.71424
6 6 2 0 9 6 2 1.74365
4 2 2 1 2 2 1 0.0616704
3 2 1 2 3 0 0 0.0181566
2 4 3 3 15 1 0 1.5842
4 6 1 2 4 0 1 0.416434
0 0 1 2 1 2 0 0.00327834
1 6 1 3 12 0 1 0.34724
3 3 0 2 13 0 0 0.0145647
3 2 2 2 1 4 1 0.0964806
0 3 1 0 6 0 1 0.0321682
2 3 0 2 8 7 0 0.0105408
2 0 2 1 1 7 0 0.00829582
6 2 3 1 4 0 0 0.453672
2 5 3 3 0 4 4 2.07694
2 5 0 0 8 3 0 0.0669232
4 4 0 2 14 7 0 0.0233629
2 2 2 1 1 1 1 0.0338428
3 6 2 1 11 6 1 0.882546
6 7 1 1 8 1 3 2.952
4 4 0 3 14 3 0 0.017054
6 3 3 0 3 3 1 0.467897
4 2 0 3 4 4 0 0.00648481
1 2 0 3 4 3 0 0.00451597
0 2 3 1 0 5 0 0.0803828
0 2 3 3 5 6 0 0.119998
7 0 1 3 1 2 0 0.046719
5 0 3 1 0 4 0 0.363837
6 4 3 0 6 1 0 1.33971
3 1 0 1 1 0 0 0.00946093
3 2 1 2 5 0 0 0.0157621
7 7 1 3 10 7 3 2.35892
6 2 1 1 6 1 0 0.0345449
2 4 0 0 9 6 0 0.0286638
5 2 1 2 3 0 0 0.0183442
6 2 2 1 4 5 0 0.0732589
2 3 3 0 12 7 0 0.438547
3 6 0 1 13 0 2 0.285758
4 2 2 3 1 0 1 0.146979
0 4 3 1 4 3 0 0.426573
4 2 2 3 2 6 1 0.144724
4 3 2 2 1 2 1 0.170769
2 5 3 0 5 1 1 1.19727
7 6 1 0 3 2 1 1.15035
6 2 0 1 0 0 0 0.403304
5 3 3 3 2 2 2 1.15261
4 2 1 1 4 6 0 0.0183385
6 2 0 3 3 1 0 0.0158417
2 0 0 3 0 0 1 0.00505363
3 5 1 3 4 4 0 0.24681
0 1 1 1 0 0 0 0.0173197
4 3 1 0 8 0 0 0.043809
2 1 1 1 3 1 0 0.010807
2 5 2 1 8 6 0 0.404338
3 1 0 3 0 0 1 0.0260822
4 7 3 1 12 5 0 9.48019
5 2 3 0 0 7 0 0.664851
5 1 3 0 0 1 0 0.241966
0 5 0 0 11 1 0 0.0222628
5 2 0 3 3 2 0 0.00977263
1 6 0 1 11 2 0 0.0710148
5 6 3 2 7 7 1 6.59338
0 0 0 1 1 0 0 0.00487609
5 2 3 0 1 2 0 0.195923
6 1 0 1 0 0 0 0.0949988
1 5 1 3 6 6 2 0.0615408
0 2 1 3 3 1 0 0.00766104
7 7 2 1 7 7 1 2.63019
3 6 1 0 10 4 1 0.344247
7 6 3 2 5 0 3 6.03209
0 6 1 0 15 2 0 0.157926
0 3 3 0 1 5 2 0.147407
3 3 1 3 10 2 0 0.0303393
5 0 0 2 0 0 0 0.0484059
2 4 1 3 15 0 0 0.0710418
4 2 2 0 3 7 0 0.0359339
7 6 2 0 8 7 1 2.0273
5 1 1 2 2 5 0 0.0177843
5 1 2 2 1 2 0 0.0877636
7 7 1 1 9 6 2 3.12996
5 2 1 2 3 7 0 0.017653
2 5 2 2 15 1 1 0.722372
6 6 2 1 5 1 1 1.01601
3 2 3 1 1 2 0 0.126251
5 6 1 2 9 2 0 0.338878
4 5 1 2 3 0 1 0.199077
5 6 1 2 6 0 2 0.335026
3 4 0 2 11 5 0 0.0197558
2 1 1 1 1 1 0 0.0108674
5 4 3 2 6 0 1 0.967914
5 7 2 3 3 4 1 5.70153
4 7 1 2 6 4 0 0.94588
2 2 2 3 3 0 0 0.0551092
2 1 2 2 2 4 0 0.0227831
7 2 0 0 0 0 1 1.0212
1 7 0 3 13 7 1 0.119168
4 3 2 1 11 2 0 0.135605
4 3 3 1 4 7 0 0.260171
5 5 3 1 6 7 2 1.42082
0 3 2 3 1 6 1 0.0533597
5 2 1 1 6 3 0 0.0314793
0 0 3 3 1 1 0 0.0235689
6 7 0 2 12 2 2 0.528703
3 2 2 3 1 5 1 0.125936
